"Python/Golang/Linux C/中高级研发工程师","北京傲盾软件有限责任公司","北京","0.6-1.2万/月","6000.0","12000.0","11-16"
"Python开发工程师","深圳市天彦通信股份有限公司","异地招聘","1-1.5万/月","10000.0","15000.0","11-16"
"Python开发工程师","纬创软件（北京）有限公司","北京","1.2-2万/月","12000.0","20000.0","11-16"
"Python高级开发工程师","深圳生理科技有限公司","深圳","1-1.5万/月","10000.0","15000.0","11-16"
"python / 量化交易","上海币胜网络科技有限公司","上海","1.2-2.4万/月","12000.0","24000.0","11-15"
"python测试开发工程师","合肥高维数据技术有限公司","合肥","4-7千/月","4000.0","7000.0","11-15"
"Python/Golang高级开发工程师","陕西巨子生物技术有限公司","西安","0.6-1.2万/月","6000.0","12000.0","11-15"
"python后端工程师","重庆华多网络科技有限公司","重庆","0.8-1万/月","8000.0","10000.0","11-15"
"Python开发工程师","广州豹锋网络技术有限公司","广州","2-2.5万/月","20000.0","25000.0","11-15"
"Python助理工程师(2059)","成都聚美优品科技有限公司","成都","0.5-1万/月","5000.0","10000.0","11-15"
"Python开发工程师","重庆满四山科技有限公司","重庆","6-8千/月","6000.0","8000.0","11-15"
"Python开发工程师","广州亿利莱科技有限公司","广州","1-1.5万/月","10000.0","15000.0","11-15"
"python开发工程师（江苏博智软件科技股份有限公司）","中国（南京）软件谷管理委员会","南京","薪资面议","0","0","11-14"
"Python开发工程师","北京新华祥瑞科技有限公司","西安","0.5-1万/月","5000.0","10000.0","11-14"
"Python高级开发工程师","浙江国自机器人技术有限公司","杭州","1.3-1.9万/月","13000.0","19000.0","11-14"
"Python高级开发工程师","武汉爱一城智能科技有限公司","武汉","0.8-1.5万/月","8000.0","15000.0","11-14"
"python工程师岗","上海竹米网络科技有限公司","上海","1.5-3万/月","15000.0","30000.0","11-13"
"初级Python工程师助理","小牛气（深圳）技术有限公司","深圳","3-5.5千/月","3000.0","5500.0","11-13"
"java\python高薪授课讲师","达内软件技术（杭州）有限公司","合肥","0.8-1.3万/月","8000.0","13000.0","11-13"
"Python开发工程师","北京腾信软创科技股份有限公司","上海","1-1.5万/月","10000.0","15000.0","11-13"
"python开发工程师-成都","北京比特大陆科技有限公司","成都","1.3-2.5万/月","13000.0","25000.0","11-13"
"Python开发工程师","北京慧博融信科技有限公司","北京","1.4-2.5万/月","14000.0","25000.0","11-12"
"Python开发工程师","深圳鑫科国际商业保理有限公司","深圳","0.7-1万/月","7000.0","10000.0","11-12"
"Python开发工程师","福建山顶网络科技有限公司","福州","4-8千/月","4000.0","8000.0","11-12"
"Python开发工程师","上海智尧信息科技有限公司","上海","1-1.5万/月","10000.0","15000.0","11-12"
"Python高级开发工程师","武汉幻视智能科技有限公司","武汉","1-2万/月","10000.0","20000.0","11-12"
"python工程师","福州计信科技有限公司","福州","5-8千/月","5000.0","8000.0","11-12"
"python编程老师","上海傲梦网络科技有限公司","异地招聘","0.8-1万/月","8000.0","10000.0","11-12"
"Python开发工程师","深圳市德科信息技术有限公司","南京","1.5-2万/月","15000.0","20000.0","11-12"
"游戏服务端开发 python服务开发","上海蓝鱼数码科技有限公司","上海","1-1.5万/月","10000.0","15000.0","11-12"
"软件开发-Python方向（深圳）（金蝶天燕）","金蝶软件（中国）有限公司","深圳","薪资面议","0","0","08-24"
"人工智能工程师","恩梯梯数据（中国）信息技术有限公司北京分公司","北京","2-4万/月","20000.0","40000.0","01-10"
"25210L-测试工程师","上海陆家嘴国际金融资产交易市场股份有限公司","深圳","2-2.5万/月","20000.0","25000.0","01-10"
"Senior System Engineer","毕马威中国 KPMG China","南京","1.5-2万/月","15000.0","20000.0","01-10"
"Equity Quant Developer","瑞银企业管理（中国）有限公司","上海","薪资面议","0","0","01-10"
"Senior Engineer, Software 3229377","GE医疗集团","异地招聘","薪资面议","0","0","01-10"
"软件测试开发工程师","费森尤斯卡比（南昌）医疗器械有限公司","南昌","0.7-1.2万/月","7000.0","12000.0","01-10"
"Online System Administrator","上海育碧电脑软件有限公司","上海","薪资面议","0","0","01-10"
"高级php研发工程师-西安-18830","优信集团","西安","1.5-1.9万/月","15000.0","19000.0","01-10"
"算法工程师","美的集团","异地招聘","1-2.5万/月","10000.0","25000.0","01-10"
"Whitebox Testing Engineer","新电信息科技（成都）有限公司","成都","薪资面议","0","0","01-10"
"NLP算法实习生","凤凰网","北京","2-3千/月","2000.0","3000.0","01-10"
"风控主管","捷信消费金融有限公司","天津","0.8-1万/月","8000.0","10000.0","01-10"
"后端开发工程师（SSG）","上海合合信息科技发展有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"产品测试工程师-WJC2","金蝶软件（中国）有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"03212C-大数据开发专家岗","中国平安财产保险股份有限公司四川分公司","成都","6-8千/月","6000.0","8000.0","01-10"
"数据分析师","雅迪科技集团有限公司","异地招聘","1.2-2.5万/月","12000.0","25000.0","01-10"
"AI高级工程师（自然语言方向）","北京汉能光伏投资有限公司","北京","2.5-3万/月","25000.0","30000.0","01-10"
"数据科技及财务管理部数据治理Y","东亚银行（中国）有限公司","上海","薪资面议","0","0","01-10"
"微信小程序后端开发","广州财盛信息科技有限公司","广州","6-8千/月","6000.0","8000.0","01-10"
"PHP开发工程师","厦门超游网络科技有限公司","厦门","0.7-1万/月","7000.0","10000.0","01-10"
"网络运维工程师","广东快捷帮信息技术有限公司","东莞","0.6-1万/月","6000.0","10000.0","01-10"
"人脸识别资深算法工程师","深圳博时特科技有限公司","深圳","3-3.5万/月","30000.0","35000.0","01-10"
"WEB端爬虫分析工程师（IT）","深圳市豪恩声学股份有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"数据分析（斗将）","蝴蝶互动（上海）信息技术有限公司","上海","0.8-1.5万/月","8000.0","15000.0","01-10"
"前端开发工程师","深圳市榕尚汇物业管理有限公司","深圳","0.8-1万/月","8000.0","10000.0","01-10"
"运维工程师","北京捷通华声科技股份有限公司","北京","1-2万/月","10000.0","20000.0","01-10"
"渗透测试工程师","北京三零卫士信息安全技术有限公司","北京","0.6-1万/月","6000.0","10000.0","01-10"
"环境感知算法开发责任工程师","北京巨成多美科技有限责任公司","北京","20-30万/年","16666","25000.0","01-10"
"数据开发工程师","上海劲购电子商务有限公司","上海","1.2-1.5万/月","12000.0","15000.0","01-10"
"00030-大数据开发工程师","安歆公寓","上海","1.5-2万/月","15000.0","20000.0","01-10"
"算法工程师","上海证大艺术网银科技发展有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"实习生（数据分析）","大连瀚闻资讯有限公司","大连","100元/天","100.0","100.0","01-10"
"技术课程负责人","珠海爱浦京软件股份有限公司","珠海","1-1.5万/月","10000.0","15000.0","01-10"
"研发总监","深圳行智互动科技有限公司","深圳","1.8-3万/月","18000.0","30000.0","01-10"
"Firmware Engineer","加特兰微电子科技（上海）有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"嵌入式软件工程师（产品部）","寅家电子科技（上海）有限公司","上海","1-2.5万/月","10000.0","25000.0","01-10"
"运维工程师","广州小马达信息科技有限公司","广州","0.5-1万/月","5000.0","10000.0","01-10"
"测试专家(J10275)","朗新科技股份有限公司","异地招聘","1-1.5万/月","10000.0","15000.0","01-10"
"测试工程师","苏州智铸通信科技股份有限公司","上海","0.9-1.4万/月","9000.0","14000.0","01-10"
"大数据开发工程师（Hadoop）","北京联创智融信息技术有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"算法工程师","武汉未来组生物科技有限公司","武汉","1-1.5万/月","10000.0","15000.0","01-10"
"对日软件工程师","易佰匹科技（大连）有限公司","异地招聘","2.5-3万/月","25000.0","30000.0","01-10"
".net开发工程师","苏州橘子网络科技股份有限公司","苏州","0.5-1万/月","5000.0","10000.0","01-10"
"生物信息工程师","苏州科贝生物技术有限公司","苏州","0.8-1.5万/月","8000.0","15000.0","01-10"
"绑定","吉林省凝羽动画有限公司","长春","4-8千/月","4000.0","8000.0","01-10"
"大数据运维工程师","湖南华诺科技有限公司","异地招聘","1-1.5万/月","10000.0","15000.0","01-10"
"初级编程开发工程师","东莞微音信息科技有限公司","东莞","3-4.5千/月","3000.0","4500.0","01-10"
"高级测试工程师（年后上班）","讯猫软件（广州）集团有限公司","广州","1-1.3万/月","10000.0","13000.0","01-10"
"大数据开发工程师","北京市盈科律师事务所","北京","0.7-1万/月","7000.0","10000.0","01-10"
"运维工程师","深圳市大牛创业投资有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"大数据架构师","上海虎宝网络科技有限公司","上海","2.5-3万/月","25000.0","30000.0","01-10"
"note.js后端开发","郑州勤道科技有限公司","上海","0.8-1.3万/月","8000.0","13000.0","01-10"
"PHP开发工程师-Y","杭州边锋网络技术有限公司","上海","1.5-3万/月","15000.0","30000.0","01-10"
"算法工程师","北京知呱呱科技服务有限公司","北京","2-2.5万/月","20000.0","25000.0","01-10"
"技术副总监","江苏苏大天宫创业投资管理有限公司","苏州","2-2.5万/月","20000.0","25000.0","01-10"
"系统架构师","上海联泰科技股份有限公司","上海","30-45万/年","25000","37500.0","01-10"
"数据库开发（大数据）","陕西恒盈商务信息咨询有限公司","贵阳","6-8千/月","6000.0","8000.0","01-10"
"高级数据仓库工程师-南京/武汉/长沙","北京明略软件系统有限公司","异地招聘","1.5-2万/月","15000.0","20000.0","01-10"
"嵌入式开发工程师（智能网关）","中联重科工业互联网公司","长沙","1-2万/月","10000.0","20000.0","01-10"
"运维工程师","无锡云动科技发展有限公司","承德","3-4.5千/月","3000.0","4500.0","01-10"
"数据研发工程师","银联智惠信息服务（上海）有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"PHP开发工程师","苏州革新百集传媒科技股份有限公司","苏州","0.8-1.2万/月","8000.0","12000.0","01-10"
"游戏U3D客户端（高级）","武汉牧望群网络科技有限公司","异地招聘","2-3万/月","20000.0","30000.0","01-10"
"数据分析实习生","成都康宁光缆有限公司上海徐汇分公司","上海","150元/天","150.0","150.0","01-10"
"PHP开发工程师","江西东贝网络科技有限公司","南昌","4-7千/月","4000.0","7000.0","01-10"
"数据分析工程师","杭州玖欣物联科技有限公司","杭州","1-1.8万/月","10000.0","18000.0","01-10"
"UI设计师","上海新朋程数据科技发展有限公司","上海","6-8千/月","6000.0","8000.0","01-10"
"高级软件开发工程师","富迪科技（南京）有限公司","南京","4.5-6千/月","4500.0","6000.0","01-10"
"Java工程师-信息技术-产品研发部","北京神州泰岳软件股份有限公司","北京","1-1.5万/月","10000.0","15000.0","01-10"
"Senior QA Engineer","沃奇卫士技术（北京）有限责任公司成都分公司","成都","1-1.5万/月","10000.0","15000.0","01-10"
"网络运维工程师","广州软云计算机科技有限公司","异地招聘","3-6千/月","3000.0","6000.0","01-10"
"自动化测试工程师","深圳盈达信息科技有限公司","深圳","0.8-1.2万/月","8000.0","12000.0","01-10"
"嵌入式软件工程师","扬州雷电电子设备有限公司","扬州","4.5-6千/月","4500.0","6000.0","01-10"
"系统运维工程师","深圳市新华云帆科技有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"软件工程师（实习）","深圳连城之堡科技有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"服务器运维工程师(Linux运维方向)","上海东普信息科技有限公司","上海","0.8-1万/月","8000.0","10000.0","01-10"
"助教","合肥科大讯飞教育发展有限公司","合肥","6-8千/月","6000.0","8000.0","01-10"
"生物信息经理","序康医疗科技（苏州）有限公司","苏州","1.5-2万/月","15000.0","20000.0","01-10"
"测试工程师","北京马赫天诚科技有限公司","北京","0.5-1万/月","5000.0","10000.0","01-10"
"测试工程师（应届生）","小黄狗环保科技有限公司","深圳","5-8千/月","5000.0","8000.0","01-10"
"AI 应用工程师","高拓国际贸易（上海）有限公司深圳分公司","深圳","0.8-1万/月","8000.0","10000.0","01-10"
"游戏运维工程师","武汉众娱信息技术有限公司","武汉","0.8-1万/月","8000.0","10000.0","01-10"
"资深测试开发工程师","浙江培尖科技有限公司","杭州","1.5-3万/月","15000.0","30000.0","01-10"
"研发类——运维支持工程师","中国航空结算有限责任公司","北京","薪资面议","0","0","01-10"
"APP测试工程师","上海炬蚁科技有限公司","上海","0.6-1.2万/月","6000.0","12000.0","01-10"
"信息技术岗（优秀者可做部门负责人）","湖北光谷联合资本管理有限公司","武汉","8-9千/月","8000.0","9000.0","01-10"
"网络信息安全工程师","建投数据科技股份有限公司","北京","1.5-2万/月","15000.0","20000.0","01-10"
"资深电子硬件工程师","上海德岂智能科技有限公司","上海","1.5-3万/月","15000.0","30000.0","01-10"
"量化实现工程师","深圳明时投资管理有限公司","深圳","0.8-1万/月","8000.0","10000.0","01-10"
"NLP算法技术负责人","杭州麦歌算法科技有限公司","杭州","2.5-4万/月","25000.0","40000.0","01-10"
"后端开发工程师","上海电气分布式能源科技有限公司","上海","15-30万/年","12500","25000.0","01-10"
"C#高级软件开发工程师","江苏巨泽科技有限公司","南京","1-2万/月","10000.0","20000.0","01-10"
"软件开发实习生","四川北斗智慧物联科技有限公司","成都","2-5千/月","2000.0","5000.0","01-10"
"运维经理","上海安捷力信息系统有限公司","上海","2-2.5万/月","20000.0","25000.0","01-10"
"对日系统工程师（SE)","南京慧识永创信息技术有限公司","南京","0.6-1.2万/月","6000.0","12000.0","01-10"
"高级软件开发工程师","谷东科技有限公司","广州","1-1.5万/月","10000.0","15000.0","01-10"
"前端工程师","广东万丈金数信息技术股份有限公司","广州","1-1.5万/月","10000.0","15000.0","01-10"
"c++工程师","武汉珞珈新空科技有限公司","武汉","0.8-1万/月","8000.0","10000.0","01-10"
"高级软件工程师","南京三迭纪医药科技有限公司","南京","1-2万/月","10000.0","20000.0","01-10"
"运维开发工程师","前海双龙（深圳）文化科技有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"测试工程师（年后入职）","成都艾薇尼尔信息技术有限公司","成都","7-9千/月","7000.0","9000.0","01-10"
"C++开发工程师(人脸识别方向)","四川盛趣时代网络科技有限公司","成都","1.5-2.5万/月","15000.0","25000.0","01-10"
"数据分析师","新融易信息科技（浙江）有限公司","宁波","6-8千/月","6000.0","8000.0","01-10"
"中级数据库管理员","蜂助手股份有限公司","广州","0.8-1.3万/月","8000.0","13000.0","01-10"
"大数据Java开发工程师（商业总部）","华润置地（深圳）有限公司","深圳","1.3-2.6万/月","13000.0","26000.0","01-10"
"Linux运维工程师","江苏群立世纪科技发展有限公司","异地招聘","4-4.5千/月","4000.0","4500.0","01-10"
"高级前端工程师","阶梯商业保理（深圳）有限公司","上海","1.8-2.8万/月","18000.0","28000.0","01-10"
"量化交易策略研究设计（成都乾隆）","上海乾隆高科技有限公司","异地招聘","4-5千/月","4000.0","5000.0","01-10"
"软件工程师","无锡中安工程设备制造有限公司","无锡","1-1.5万/月","10000.0","15000.0","01-10"
"少儿编程老师","东莞市童思童行教育科技有限公司","东莞","3-6千/月","3000.0","6000.0","01-10"
"算法工程师","浙江昊汉网络有限公司","杭州","30-50万/年","25000","41666.0","01-10"
"深度学习工程师","深圳市资福医疗技术有限公司","深圳","1.5-2.5万/月","15000.0","25000.0","01-10"
"测试主管","武汉升鹏科技有限公司","武汉","1-1.5万/月","10000.0","15000.0","01-10"
"长期出差日本JAVA软件工程师","安信株式会社","上海","1.5-6万/月","15000.0","60000.0","01-10"
"云计算研发工程师","苏州国科综合数据中心有限公司","苏州","0.7-1万/月","7000.0","10000.0","01-10"
"咨询维运服务工程师","中达电子（江苏）有限公司","苏州","薪资面议","0","0","01-10"
"数据分析师","杭州杜纬网络科技有限公司","杭州","1-2.5万/月","10000.0","25000.0","01-10"
"综合监控研发（应届生）","南京轨道交通系统工程有限公司","南京","10-15万/年","8333","12500.0","01-10"
"图像算法工程师（AR视频）","中科维鑫（天津）科技有限公司","天津","1.5-2万/月","15000.0","20000.0","01-10"
"交通算法工程师","华砺智行（武汉）科技有限公司","武汉","0.8-1.5万/月","8000.0","15000.0","01-10"
"C++开发工程师","上海茵实企业管理咨询有限公司","上海","2.5-3万/月","25000.0","30000.0","01-10"
"高级自动化测试工程师","启赟金融信息服务（上海）有限公司","上海","1.8-2.5万/月","18000.0","25000.0","01-10"
"(高薪诚聘)H5前端开发工程师","小黑鱼科技有限公司","上海","1.8-3.5万/月","18000.0","35000.0","01-10"
"音频算法工程师  QQ音乐","天下同音（深圳）信息科技有限公司","深圳","2-2.5万/月","20000.0","25000.0","01-10"
"软件测试工程师","深圳市力鼎管理顾问有限公司","深圳","0.7-1万/月","7000.0","10000.0","01-10"
"BI工程师","广州市天诺营销策划有限公司上海勤正营销策划分公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"高级Web前端工程师（SA）","迪思杰（北京）数据管理技术有限公司","成都","0.8-1万/月","8000.0","10000.0","01-10"
"Linux/运维/系统工程师+双休+五险","广州信维电子科技股份有限公司","广州","6-8千/月","6000.0","8000.0","01-10"
"Senior Software Engineer - Big Data","亿客行 Expedia","深圳","50-65万/年","41666","54166.0","01-10"
"运维专员","广州普世医学科技有限公司","广州","0.6-1万/月","6000.0","10000.0","01-10"
"资深系统运维工程师","上海外服宝信信息技术有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"Java软件工程师","长沙趣动文化科技有限公司","长沙","0.5-1万/月","5000.0","10000.0","01-10"
"DBA","武汉博晟安全技术股份有限公司","武汉","0.8-1万/月","8000.0","10000.0","01-10"
"运维工程师","上海飞粟供应链管理有限公司","上海","5-7千/月","5000.0","7000.0","01-10"
"云计算运维工程师","广东乐驼网信息科技有限公司","广州","0.5-1万/月","5000.0","10000.0","01-10"
"Server Engineer","苏州善谋企业管理咨询有限公司","苏州","1.5-2万/月","15000.0","20000.0","01-10"
"Mysql DBA","武汉广智云策信息科技有限公司","武汉","0.6-1万/月","6000.0","10000.0","01-10"
"运维工程师","力迩斯区块链安防科技（武汉）有限公司","武汉","1.5-2万/月","15000.0","20000.0","01-10"
"IT系统工程师","深圳市泰铼科技有限公司","深圳","1.5-2.5万/月","15000.0","25000.0","01-10"
"高级 PHP 开发工程师","全美测评软件系统（北京）有限公司","上海","1.5-2.5万/月","15000.0","25000.0","01-10"
"资深数据分析师","卫盈联信息技术（深圳）有限公司","深圳","3-5万/月","30000.0","50000.0","01-10"
"数据库工程师","北京恒远华信息技术有限公司","北京","0.8-1.2万/月","8000.0","12000.0","01-10"
"PHP开发工程师","浙江多吉盛供应链技术有限公司","杭州","1.5-3万/月","15000.0","30000.0","01-10"
"大数据开发工程师","湖南长城医疗科技有限公司","长沙","1-1.5万/月","10000.0","15000.0","01-10"
"技术总监，首席技术官CTO","北京世纪金榜科技有限公司","北京","2.5-5万/月","25000.0","50000.0","01-10"
"Linux运维工程师","雅马哈发动机（厦门）信息系统有限公司上海分公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"嵌入式系统工程师","卢博智能科技（上海）有限公司","异地招聘","0.8-1.8万/月","8000.0","18000.0","01-10"
"机器学习工程师（大数据挖掘）","山东九旭信息科技有限公司","济南","0.8-1万/月","8000.0","10000.0","01-10"
"开发工程师","南京海比信息技术有限公司","南京","0.7-1.2万/月","7000.0","12000.0","01-10"
"Web前端开发工程师","医嘉互联（武汉）信息技术有限公司","武汉","5-9千/月","5000.0","9000.0","01-10"
"生物信息工程师","奥维森基因科技（天津）有限公司","天津","0.8-1.5万/月","8000.0","15000.0","01-10"
"IT专员","天伦食品集团有限公司","成都","5-9千/月","5000.0","9000.0","01-10"
"高级数据分析师 (MJ000408)","上海你我贷互联网金融信息服务有限公司","上海","2.5-4.5万/月","25000.0","45000.0","01-10"
"资深三维特效师","广州名动影视文化有限公司","广州","0.6-1万/月","6000.0","10000.0","01-10"
"自动化测试人员","北京博辉在线科技发展有限公司","重庆","0.6-1万/月","6000.0","10000.0","01-10"
"Java开发项目经理","四川智眼天下网络科技有限公司","成都","1-1.5万/月","10000.0","15000.0","01-10"
"软件开发工程师（音视频剪辑加工）","广州虎牙信息科技有限公司","广州","1.5-3.5万/月","15000.0","35000.0","01-10"
"数据分析实习生","上海懿教信息科技有限公司","上海","150元/天","150.0","150.0","01-10"
"运维工程师","北京环亚信通信息科技有限公司","成都","0.7-1万/月","7000.0","10000.0","01-10"
"数据挖掘工程师","合肥英泽信息科技有限公司","武汉","1-1.5万/月","10000.0","15000.0","01-10"
"运维工程师","山东红牛金融服务有限公司","济南","0.8-1万/月","8000.0","10000.0","01-10"
"软件测试工程师","北京几何科技有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"交易员（期权做市交易）","中信期货有限公司","上海","30-80万/年","25000","66666.0","01-10"
"Php高级开发工程师","南京乐点商业管理有限公司","南京","1.5-2万/月","15000.0","20000.0","01-10"
"运维副总","上海中钢投资集团有限公司","上海","3-4万/月","30000.0","40000.0","01-10"
"Design Verification Engineer","上海普芯达电子有限公司","苏州","2-2.5万/月","20000.0","25000.0","01-10"
"音频算法工程师","上海乐野网络科技有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"服务器及网络管理员","重庆环投生态环境监测网络与工程治理有限公司","重庆","6-9.6千/月","6000.0","9600.0","01-10"
"MES开发工程师","爱柯迪股份有限公司","宁波","6-8千/月","6000.0","8000.0","01-10"
"资深运维工程师","北京清果金融信息服务有限公司","北京","0.7-1.5万/月","7000.0","15000.0","01-10"
"高级PHP研发工程师","福州网乐网络科技有限公司","福州","1.2-2万/月","12000.0","20000.0","01-10"
"中级C++软件工程师(大数据安全备份）","南京壹进制信息技术股份有限公司","南京","1.2-1.4万/月","12000.0","14000.0","01-10"
"信息安全管理员岗","新疆汇和银行股份有限公司","异地招聘","0.4-1万/月","4000.0","10000.0","01-10"
"大数据管理与应用工程师","江苏中科智能制造研究院有限公司","泰州","1.5-2万/月","15000.0","20000.0","01-10"
"数据挖掘工程师","上海裕宁信息科技有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"java研发工程师","杭州东信北邮信息技术有限公司","成都","0.6-1.2万/月","6000.0","12000.0","01-10"
"国内营销-Web前端开发工程师","杭州海康威视数字技术股份有限公司","杭州","1.5-2万/月","15000.0","20000.0","01-10"
"算法工程师","苏州沃柯雷克智能系统有限公司","苏州","1-1.5万/月","10000.0","15000.0","01-10"
"数据分析师","上海天秦创业投资有限公司","沈阳","5-7千/月","5000.0","7000.0","01-10"
"生物信息工程师","基诺信息科技（深圳）有限公司","深圳","0.8-1.2万/月","8000.0","12000.0","01-10"
"服务工程师(渗透测试)","上海软中信息技术有限公司","上海","1.8-2.6万/月","18000.0","26000.0","01-10"
"量化研究员","北京信复创值投资管理有限公司","北京","15-25万/年","12500","20833.0","01-10"
"高级运维工程师/运维专家","卓越教育集团","广州","2-3万/月","20000.0","30000.0","01-10"
"C/C++高级开发工程师","北京北信源软件股份有限公司","西安","0.8-1万/月","8000.0","10000.0","01-10"
"高级测试工程师","上海赫浦广告有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"市场数据分析师","上海任意门科技有限公司","上海","0.8-2万/月","8000.0","20000.0","01-10"
"软件工程师(应届生）","上海天泰网络技术有限公司","上海","6-8千/月","6000.0","8000.0","01-10"
"高级/ 中级测试工程师","韩国瓷肌中国区公司","广州","0.8-1.5万/月","8000.0","15000.0","01-10"
"数据挖掘工程师","广州海晟科技有限公司","异地招聘","0.6-1万/月","6000.0","10000.0","01-10"
"风险管理部数据模型岗","长城证券股份有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"Spark数据开发工程师","深圳嘉石大岩资本管理有限公司","深圳","1-4万/月","10000.0","40000.0","01-10"
"软件测试工程师","中国正通汽车服务控股有限公司","深圳","1-2万/月","10000.0","20000.0","01-10"
"Linux网络运维工程师/linux运维","长沙联晶网络科技有限公司","长沙","4-8千/月","4000.0","8000.0","01-10"
"高级DevOps工程师","丹尼尔惠灵顿贸易（深圳）有限公司","深圳","2-2.5万/月","20000.0","25000.0","01-10"
"初级游戏后端程序","深圳市火花幻境互动娱乐有限公司","深圳","0.8-1.5万/月","8000.0","15000.0","01-10"
"实施工程师（云南） (MJ000105)","北京推想科技有限公司","昆明","0.5-1万/月","5000.0","10000.0","01-10"
"web前端开发工程师","北京壹灵壹教育科技股份有限公司","北京","0.7-1.2万/月","7000.0","12000.0","01-10"
"图像识别算法工程师","杭州英信科技有限公司","杭州","1.5-2万/月","15000.0","20000.0","01-10"
"固件测试工程师","成都优博创通信技术股份有限公司","成都","0.6-1万/月","6000.0","10000.0","01-10"
"数据分析师","深圳哲彦信息技术有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"IT软件工程师","康代影像科技（苏州）有限公司","苏州","0.8-1.3万/月","8000.0","13000.0","01-10"
"测试工程师（渗透测试）","北京安信多乐科技有限公司","北京","0.8-1.6万/月","8000.0","16000.0","01-10"
"图像算法工程师","武汉微创光电股份有限公司","武汉","1-1.5万/月","10000.0","15000.0","01-10"
"运筹优化算法工程师","上海咪啰信息科技有限公司","上海","1.5-3万/月","15000.0","30000.0","01-10"
"软件工程师","辽宁省机械研究院有限公司","异地招聘","0.8-1万/月","8000.0","10000.0","01-10"
"高级DBA","好屋","上海","3-5万/月","30000.0","50000.0","01-10"
"FS平台开发及运维工程师","上海井星信息科技有限公司","上海","0.8-1万/月","8000.0","10000.0","01-10"
"PHP开发工程师","浙江上士网络科技有限公司广州分公司","广州","1-1.6万/月","10000.0","16000.0","01-10"
"大数据开发工程师","南京海汇装备科技有限公司","南京","1-1.5万/月","10000.0","15000.0","01-10"
"测试工程师","互联网域名系统北京市工程研究中心有限公司","成都","0.8-1万/月","8000.0","10000.0","01-10"
"Web前端工程师","南京将尚信息科技有限公司","南京","0.8-1万/月","8000.0","10000.0","01-10"
"软件测试（近中南路/宝通寺）","北京腾赋网络科技有限公司","武汉","0.6-1.2万/月","6000.0","12000.0","01-10"
"大数据产品经理","上海北溟数据科技有限公司","上海","1.2-2万/月","12000.0","20000.0","01-10"
"U3D开发工程师","广州小丑鱼信息科技有限公司","异地招聘","6-8千/月","6000.0","8000.0","01-10"
"系统运维工程师","翰竺科技（北京）有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"VR工程师","江苏迅鼎信息科技有限公司","苏州","0.8-1万/月","8000.0","10000.0","01-10"
"测试工程师","深圳市傲睿智存科技有限公司","深圳","0.8-1万/月","8000.0","10000.0","01-10"
"测试经理","杭州深绘智能科技有限公司","杭州","1.5-2万/月","15000.0","20000.0","01-10"
"软件系统架构工程师","上海微电子装备（集团）股份有限公司","上海","30-50万/年","25000","41666.0","01-10"
"测试工程师（政企交通）","浩鲸云计算科技股份有限公司","南京","1.2-2万/月","12000.0","20000.0","01-10"
"大数据开发工程师","广东华讯工程有限公司","石家庄","1-1.5万/月","10000.0","15000.0","01-10"
"集成自动化开发","上海汉朔信息科技有限公司","上海","1.2-2.3万/月","12000.0","23000.0","01-10"
"手机/安卓 安全工程师-Mobile Security Evaluator","艾普拉斯（上海）质量检测有限公司","上海","1.2-2万/月","12000.0","20000.0","01-10"
"智能人机交互软件工程师","中国航空无线电电子研究所","上海","薪资面议","0","0","01-10"
"软件测试工程师","合肥市航嘉信息技术有限公司","合肥","0.6-1万/月","6000.0","10000.0","01-10"
"Web前端开发工程师","成都聚梦科技有限公司","成都","6-8千/月","6000.0","8000.0","01-10"
"AE Intern (应用工程师实习生)","莱特波特（上海）电子技术有限公司","上海","250元/天","250.0","250.0","01-10"
"高级数据分析师","上海证大爱特金融信息服务有限公司","上海","2-3万/月","20000.0","30000.0","01-10"
"ASIC工程师（工作地点：泸州）","泸州倍赛达科技有限公司","泸州","0.5-1.2万/月","5000.0","12000.0","01-10"
"算法工程师","深圳市君利信达科技有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"AGV电控工程师","长沙华恒机器人系统有限公司","长沙","5-7千/月","5000.0","7000.0","01-10"
